qid,cos_en_0-20,cos_en_20-40,cos_en_40-60,cos_en_60-80,cos_en_80-100,cos_zh_0-20,cos_zh_20-40,cos_zh_40-60,cos_zh_60-80,cos_zh_80-100
1000000,0.7669304013252258,0.9598945379257202,0.7502727508544922,0.7301984429359436,0.740534782409668,0.9641211628913879,0.7650243639945984,0.9693711996078491,0.9605284929275513,0.9827662110328674
1000004,0.8981678485870361,0.8883975148200989,0.9454823136329651,0.9133642911911011,0.9033945798873901,0.9671584367752075,0.7919624447822571,0.8622595071792603,0.9744846224784851,0.9808071851730347
1000006,0.977721631526947,0.8490492105484009,0.9738744497299194,0.9689371585845947,0.7923985719680786,0.7911974191665649,0.7294178605079651,0.795259952545166,0.7808761596679688,0.9818284511566162
1000459,0.8969082832336426,0.7762258648872375,0.7787035703659058,0.7761306762695312,0.7553918957710266,0.864122748374939,0.9664748907089233,0.9659748077392578,0.9824820756912231,0.9885717630386353
1000574,0.9903478026390076,0.9822652339935303,0.8441853523254395,0.9046667218208313,0.8609672784805298,0.916834831237793,0.9166814088821411,0.928412675857544,0.9867630004882812,0.939712643623352
1000678,0.9875154495239258,0.8771672248840332,0.8742520213127136,0.8100795745849609,0.8100717663764954,0.8059764504432678,0.801856517791748,0.8023077249526978,0.9845247268676758,0.9872859716415405
1000681,0.9880881309509277,0.9394006729125977,0.9234086275100708,0.9701565504074097,0.8881645798683167,0.8895368576049805,0.8522971868515015,0.9116513133049011,0.9100778698921204,0.9833444356918335
1000864,0.8825517296791077,0.8460526466369629,0.7560994029045105,0.9825144410133362,0.8433252573013306,0.8336541652679443,0.8838632106781006,0.9759069681167603,0.7768374681472778,0.9033235907554626
1000951,0.9607735872268677,0.9588326215744019,0.7552492618560791,0.7463095188140869,0.7883741855621338,0.778459370136261,0.7582077980041504,0.984137773513794,0.950819730758667,0.9666076898574829
1000959,0.9770474433898926,0.9753433465957642,0.9585917592048645,0.7766052484512329,0.863690972328186,0.7109857797622681,0.7050894498825073,0.7150487899780273,0.5638298988342285,0.731592059135437
1001108,0.9442023634910583,0.9601805210113525,0.907839834690094,0.8667396306991577,0.8606361150741577,0.8332414627075195,0.8248592615127563,0.8228113651275635,0.8666999340057373,0.8631908297538757
1002145,0.9504631757736206,0.9424393177032471,0.8348054885864258,0.9181468486785889,0.8324573040008545,0.839561402797699,0.8484961986541748,0.923401415348053,0.8459400534629822,0.9515619277954102
1002238,0.9867193102836609,0.7222622632980347,0.7112957835197449,0.6909860968589783,0.6893702745437622,0.6897284984588623,0.958889365196228,0.9542393684387207,0.9827921986579895,0.9821410179138184
1002426,0.9794664978981018,0.7331303954124451,0.6881004571914673,0.6882196068763733,0.697474479675293,0.711925208568573,0.9478281140327454,0.960236668586731,0.9722559452056885,1.0
1002584,0.96831214427948,0.9791098833084106,0.9728400707244873,0.9661234617233276,0.8510925769805908,0.8916716575622559,0.8920286893844604,0.8898970484733582,0.8977153897285461,0.9701312780380249
1002585,0.9962270259857178,0.9943729639053345,0.6555278301239014,0.9815658330917358,0.9850338101387024,0.6519920825958252,0.6596329212188721,0.9924978017807007,0.6701889038085938,0.6718913316726685
1003006,0.9120100140571594,0.9219841957092285,0.9176115989685059,0.8146777153015137,0.7763797640800476,0.871333122253418,0.8765114545822144,0.8826631307601929,0.9882161617279053,0.9563544988632202
100307,0.9084823131561279,0.950166642665863,0.8821133375167847,0.8704087138175964,0.8012328743934631,0.9009221196174622,0.8739548921585083,0.9221908450126648,0.9766021370887756,0.8975566625595093
1003277,0.9468352794647217,0.9470459222793579,0.8927891254425049,0.7929307818412781,0.7235813140869141,0.6522932648658752,0.6217925548553467,0.7478046417236328,0.8059858083724976,0.78789222240448
1003482,0.9834892749786377,0.9302286505699158,0.881189227104187,0.9027217030525208,0.8802111148834229,0.9332278966903687,0.8605763912200928,0.9571384787559509,0.8997036218643188,0.9616801738739014
1003603,0.9657188653945923,0.9727498888969421,0.8826664090156555,0.8704832792282104,0.8943406939506531,0.8658280372619629,0.8627785444259644,0.7923189401626587,0.8131104111671448,0.9029446244239807
1003875,0.7920843958854675,0.7504395246505737,0.7351219058036804,0.9088688492774963,0.6675872802734375,0.8530113101005554,0.900618314743042,0.8894341588020325,0.7612267732620239,0.9930089116096497
1004199,0.9355042576789856,0.8185938000679016,0.8151599764823914,0.8057067394256592,0.8038369417190552,0.7870613932609558,0.9531562328338623,0.9478001594543457,0.9457212686538696,0.9372065663337708
1004322,0.9046796560287476,0.8878772854804993,0.8723994493484497,0.9148170351982117,0.8226662874221802,0.9155436754226685,0.9405382871627808,0.9539738297462463,0.8812326192855835,0.9848511219024658
1004949,0.9091703295707703,0.9483779668807983,0.9038102626800537,0.8884419202804565,0.8831554651260376,0.8023794293403625,0.8305858969688416,0.8913974761962891,0.89363694190979,0.8904717564582825
1005163,0.9515681266784668,0.9770430326461792,0.9365439414978027,0.8683574199676514,0.8630189895629883,0.9232503771781921,0.8839818835258484,0.9379796981811523,0.8935911655426025,0.9557018280029297
1005476,0.7200672626495361,0.7127917408943176,0.71678626537323,0.713908314704895,0.7157037258148193,0.9134467840194702,0.9439510703086853,0.9122039079666138,0.9161547422409058,0.9420770406723022
1005500,0.9769899845123291,0.9774450063705444,0.9413126111030579,0.893966794013977,0.9328410625457764,0.8829748630523682,0.8896726965904236,0.9218408465385437,0.9745851159095764,0.9271982908248901
1005653,0.8942307233810425,0.8898099064826965,0.898833692073822,0.7675064206123352,0.7758740782737732,0.7861375212669373,0.7849040031433105,0.798949658870697,0.9582512974739075,0.9577857851982117
1005678,0.8860503435134888,0.9244760274887085,0.7945749759674072,0.7671166062355042,0.8073379993438721,0.8133788704872131,0.8450292944908142,0.8849977254867554,0.9178758859634399,0.972071647644043
1005907,0.9378616809844971,0.8704126477241516,0.9726490378379822,0.9421584606170654,0.8123838305473328,0.9100079536437988,0.8368915915489197,0.8457229137420654,0.8360887765884399,0.9454472661018372
1005949,0.9289929270744324,0.5518574118614197,0.535828173160553,0.5148700475692749,0.9455051422119141,0.49765366315841675,0.9513263702392578,0.9679597616195679,0.9846686124801636,0.5537794828414917
1006199,0.906894326210022,0.905282199382782,0.8948245048522949,0.8821261525154114,0.7839951515197754,0.8556234836578369,0.8618426322937012,0.9465256333351135,0.9287583827972412,0.8851364850997925
1006489,0.9825286865234375,0.9889426231384277,0.974715530872345,0.8254538774490356,0.9624500870704651,0.9579774141311646,0.957144021987915,0.961283266544342,0.807192325592041,0.969884991645813
1006509,0.9735105037689209,0.9350610971450806,0.6279072761535645,0.6895580887794495,0.6009476184844971,0.5911523699760437,0.6225427389144897,0.7983779311180115,0.8606352806091309,0.9343635439872742
1006751,0.9843397736549377,0.859269917011261,0.9714266061782837,0.8394242525100708,0.8438370227813721,0.8110608458518982,0.888640284538269,0.8155238628387451,0.8258659839630127,0.9245133399963379
1006791,0.8688628673553467,0.8795387744903564,0.8855158090591431,0.832245945930481,0.7563889026641846,0.6718922853469849,0.6609487533569336,0.6925114393234253,0.7419841289520264,0.9586168527603149
1007473,0.9320842623710632,0.9081714749336243,0.8733621835708618,0.8567761182785034,0.8318017721176147,0.8923389911651611,0.9064985513687134,0.9362611770629883,0.9268092513084412,0.9688947796821594
1007550,0.9470908045768738,0.9295873045921326,0.9490412473678589,0.8840663433074951,0.9177501797676086,0.9050674438476562,0.9384857416152954,0.9716210961341858,0.94358229637146,0.9886214733123779
1007606,0.9223659634590149,0.9192228317260742,0.7973986864089966,0.8012725710868835,0.7980108261108398,0.7977487444877625,0.7877559661865234,0.9546838998794556,0.9691723585128784,0.9696418046951294
1007628,0.9739813804626465,0.9411234855651855,0.8955796360969543,0.9385777711868286,0.9277215600013733,0.869163990020752,0.9344303607940674,0.9450647830963135,0.9470556974411011,0.9620945453643799
1007691,0.9735385179519653,0.9550735950469971,0.9057788848876953,0.9016048312187195,0.8765727877616882,0.8755638599395752,0.8955563306808472,0.9215302467346191,0.9179983735084534,0.9751176238059998
1007696,0.9184409976005554,0.9650587439537048,0.855339527130127,0.8978339433670044,0.8728412389755249,0.9494149088859558,0.8562139868736267,0.9312312602996826,0.9519045352935791,0.9921355247497559
1007959,0.8373742699623108,0.9928364753723145,0.7609068155288696,0.7447472810745239,0.7576885223388672,0.9077635407447815,0.7660719752311707,0.9798977375030518,0.9046757221221924,0.9712734818458557
1008515,0.9847721457481384,0.943476676940918,0.9424171447753906,0.9290386438369751,0.7912614941596985,0.8800417184829712,0.9159145355224609,0.9160771369934082,0.9077895879745483,0.9007413387298584
1008947,0.9794184565544128,0.9661839604377747,0.8733144402503967,0.9599905014038086,0.9035829305648804,0.9376832842826843,0.9661138653755188,0.8399804830551147,0.9743446111679077,0.9157313108444214
1009023,0.8691009283065796,0.9888529777526855,0.73798668384552,0.7384040355682373,0.7289210557937622,0.8667101263999939,0.7422027587890625,0.9847750663757324,0.9852044582366943,0.986390233039856
1009959,0.990363597869873,0.9797369241714478,0.9594623446464539,0.9476975202560425,0.8777601718902588,0.8690440654754639,0.8616822957992554,0.8678715229034424,0.8813951015472412,0.9669060707092285
1009961,0.930850088596344,0.7998288869857788,0.9296781420707703,0.9158113598823547,0.7399834394454956,0.7115755081176758,0.9250177145004272,0.8040099143981934,0.8013536930084229,0.9880141019821167
1009994,0.957019567489624,0.8666164875030518,0.9102829694747925,0.9534399509429932,0.9057042598724365,0.8251738548278809,0.8034676313400269,0.8485344648361206,0.8674637675285339,0.8465590476989746
1010059,0.8506894111633301,0.7358145713806152,0.7396423816680908,0.6201222538948059,0.6959556341171265,0.7994754314422607,0.7095017433166504,0.7119858860969543,0.597327709197998,0.7752681970596313
1010277,0.9768875241279602,0.769004225730896,0.6311538219451904,0.6919339299201965,0.6653057336807251,0.6961474418640137,0.8439242839813232,0.7955604791641235,0.9520496726036072,0.976750373840332
1010524,0.9620321989059448,0.9248721599578857,0.8620147705078125,0.8531390428543091,0.7402423620223999,0.6998584270477295,0.7910914421081543,0.7381879091262817,0.7849870920181274,0.9578357934951782
1010607,0.9932388067245483,0.9410656690597534,0.9395051002502441,0.9219219088554382,0.8990722894668579,0.8984845876693726,0.9359215497970581,0.9367589950561523,0.9512580633163452,0.9917562007904053
1010615,0.9646978974342346,0.9281275272369385,0.9317533373832703,0.965123176574707,0.8941975831985474,0.9420368671417236,0.9591621160507202,0.9685484170913696,0.9264488220214844,0.9854339957237244
1010700,0.9058208465576172,0.9091113209724426,0.8496601581573486,0.8726134300231934,0.8497864603996277,0.9203393459320068,0.920033872127533,0.9750537872314453,0.9179127216339111,0.9954577684402466
1011018,0.9912983179092407,0.9243242144584656,0.752112865447998,0.7488269209861755,0.7508501410484314,0.7495640516281128,0.8129644989967346,0.9857532978057861,0.9899314641952515,0.9888403415679932
1011140,0.8758424520492554,0.7185845375061035,0.8179237842559814,0.721571147441864,0.7450584173202515,0.7430789470672607,0.8723838329315186,0.7257188558578491,0.8757259249687195,0.8145402669906616
1011328,0.8701794147491455,0.8612712621688843,0.747559666633606,0.7537906169891357,0.7328042387962341,0.7878082990646362,0.7829040288925171,0.9737609028816223,0.9887633323669434,0.9774070978164673
1011381,0.873987078666687,0.8703032732009888,0.8640298843383789,0.8642435073852539,0.8464999198913574,0.9588539600372314,0.953353762626648,0.9674702882766724,0.9711030721664429,0.9935398101806641
1011512,0.7328343391418457,0.7355968952178955,0.7412616014480591,0.9473589658737183,0.8929252028465271,0.8814374208450317,0.8902159929275513,0.8879270553588867,0.7283487915992737,0.7878119945526123
1011860,0.8304212093353271,0.9922088980674744,0.8329726457595825,0.8268842697143555,0.8279350996017456,0.9048497080802917,0.7182681560516357,0.9083724021911621,0.909727931022644,0.9100381135940552
1012026,0.9886988997459412,0.783431351184845,0.771310031414032,0.7701482772827148,0.755763053894043,0.782141923904419,0.9657638669013977,0.97266685962677,0.9850345253944397,0.9603157043457031
1012329,0.814344048500061,0.5887214541435242,0.584226131439209,0.8538016676902771,0.6046631336212158,0.7626022696495056,0.9189852476119995,0.9284381866455078,0.7643929719924927,0.9895751476287842
1013229,0.8322670459747314,0.8551760911941528,0.8282959461212158,0.8715850114822388,0.8544694781303406,0.9239004850387573,0.9513474702835083,0.9454447031021118,0.9761735200881958,0.981744647026062
1013592,0.926720380783081,0.7567355632781982,0.685527503490448,0.9262483716011047,0.7297461032867432,0.7359585762023926,0.8886749744415283,0.8269326090812683,0.773971676826477,0.9362150430679321
1013797,0.9346829652786255,0.8351107835769653,0.8188673257827759,0.8289298415184021,0.8595874309539795,0.8501483201980591,0.9687204360961914,0.95412278175354,0.9852527379989624,0.9515998959541321
1013965,0.8541128635406494,0.7871309518814087,0.8535565137863159,0.8779650926589966,0.873598575592041,0.9405076503753662,0.9463503956794739,0.9457241296768188,0.8873569369316101,0.8765732049942017
1014132,0.8898699283599854,0.6993635296821594,0.6172193884849548,0.5928432941436768,0.7172384858131409,0.8604187369346619,0.9438601732254028,0.8886971473693848,0.873475968837738,0.9617728590965271
1014210,0.9751898050308228,0.7678231000900269,0.771639883518219,0.6979082822799683,0.6935104131698608,0.7164714932441711,0.9092082977294922,0.9119418263435364,0.9625895023345947,0.9336630702018738
1014697,0.9936896562576294,0.9828478097915649,0.8924663066864014,0.9406187534332275,0.8238122463226318,0.8092864751815796,0.82497239112854,0.7298268675804138,0.8627521991729736,0.9858078956604004
